source_region_id,source_region_name,hemisphere,biological_base_name,normalized_name_en,normalized_name_zh,zh_status,unresolved_descriptors
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V3_PRECG_LEFT,Area 6v3 (PreCG) left,left,Area 6v3 (PreCG),Area 6v3 (PreCG) left,左侧6v3区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_RIGHT,Area 6v2 (PreCG) right,right,Area 6v2 (PreCG),Area 6v2 (PreCG) right,右侧6v2区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V2_PRECG_LEFT,Area 6v2 (PreCG) left,left,Area 6v2 (PreCG),Area 6v2 (PreCG) left,左侧6v2区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_RIGHT,Area 6r1 (PreCG) right,right,Area 6r1 (PreCG),Area 6r1 (PreCG) right,右侧6r1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6R1_PRECG_LEFT,Area 6r1 (PreCG) left,left,Area 6r1 (PreCG),Area 6r1 (PreCG) left,左侧6r1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_RIGHT,Area 6v1 (PreCG) right,right,Area 6v1 (PreCG),Area 6v1 (PreCG) right,右侧6v1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6V1_PRECG_LEFT,Area 6v1 (PreCG) left,left,Area 6v1 (PreCG),Area 6v1 (PreCG) left,左侧6v1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_RIGHT,Area 6d2 (PreCG) right,right,Area 6d2 (PreCG),Area 6d2 (PreCG) right,右侧6d2区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D2_PRECG_LEFT,Area 6d2 (PreCG) left,left,Area 6d2 (PreCG),Area 6d2 (PreCG) left,左侧6d2区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_RIGHT,Area 6d1 (PreCG) right,right,Area 6d1 (PreCG),Area 6d1 (PreCG) right,右侧6d1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D1_PRECG_LEFT,Area 6d1 (PreCG) left,left,Area 6d1 (PreCG),Area 6d1 (PreCG) left,左侧6d1区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_RIGHT,"Area 6ma (preSMA, mesial SFG) right",right,"Area 6ma (preSMA, mesial SFG)","Area 6ma (preSMA, mesial SFG) right",右侧6ma区（前辅助运动区，内侧额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MA_PRESMA_MESIAL_SFG_LEFT,"Area 6ma (preSMA, mesial SFG) left",left,"Area 6ma (preSMA, mesial SFG)","Area 6ma (preSMA, mesial SFG) left",左侧6ma区（前辅助运动区，内侧额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_RIGHT,Area Fp1 (FPole) right,right,Area Fp1 (FPole),Area Fp1 (FPole) right,右侧Fp1区（额极）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP1_FPOLE_LEFT,Area Fp1 (FPole) left,left,Area Fp1 (FPole),Area Fp1 (FPole) left,左侧Fp1区（额极）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_RIGHT,Area Fp2 (FPole) right,right,Area Fp2 (FPole),Area Fp2 (FPole) right,右侧Fp2区（额极）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FP2_FPOLE_LEFT,Area Fp2 (FPole) left,left,Area Fp2 (FPole),Area Fp2 (FPole) left,左侧Fp2区（额极）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_RIGHT,"Area 6mp (SMA, mesial SFG) right",right,"Area 6mp (SMA, mesial SFG)","Area 6mp (SMA, mesial SFG) right",右侧6mp区（辅助运动区，内侧额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6MP_SMA_MESIAL_SFG_LEFT,"Area 6mp (SMA, mesial SFG) left",left,"Area 6mp (SMA, mesial SFG)","Area 6mp (SMA, mesial SFG) left",左侧6mp区（辅助运动区，内侧额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_RIGHT,Area Fo1 (OFC) right,right,Area Fo1 (OFC),Area Fo1 (OFC) right,右侧Fo1区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO1_OFC_LEFT,Area Fo1 (OFC) left,left,Area Fo1 (OFC),Area Fo1 (OFC) left,左侧Fo1区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_RIGHT,Area Fo3 (OFC) right,right,Area Fo3 (OFC),Area Fo3 (OFC) right,右侧Fo3区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO3_OFC_LEFT,Area Fo3 (OFC) left,left,Area Fo3 (OFC),Area Fo3 (OFC) left,左侧Fo3区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_RIGHT,Area Fo2 (OFC) right,right,Area Fo2 (OFC),Area Fo2 (OFC) right,右侧Fo2区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO2_OFC_LEFT,Area Fo2 (OFC) left,left,Area Fo2 (OFC),Area Fo2 (OFC) left,左侧Fo2区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_RIGHT,Area 4p (PreCG) right,right,Area 4p (PreCG),Area 4p (PreCG) right,右侧4p区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4P_PRECG_LEFT,Area 4p (PreCG) left,left,Area 4p (PreCG),Area 4p (PreCG) left,左侧4p区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_RIGHT,Area 4a (PreCG) right,right,Area 4a (PreCG),Area 4a (PreCG) right,右侧4a区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_4A_PRECG_LEFT,Area 4a (PreCG) left,left,Area 4a (PreCG),Area 4a (PreCG) left,左侧4a区（中央前回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_RIGHT,Area Op10 (Frontal Operculum) right,right,Area Op10 (Frontal Operculum),Area Op10 (Frontal Operculum) right,右侧Op10区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP10_FRONTAL_OPERCULUM_LEFT,Area Op10 (Frontal Operculum) left,left,Area Op10 (Frontal Operculum),Area Op10 (Frontal Operculum) left,左侧Op10区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_RIGHT,Area Op6 (Frontal Operculum) right,right,Area Op6 (Frontal Operculum),Area Op6 (Frontal Operculum) right,右侧Op6区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP6_FRONTAL_OPERCULUM_LEFT,Area Op6 (Frontal Operculum) left,left,Area Op6 (Frontal Operculum),Area Op6 (Frontal Operculum) left,左侧Op6区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_RIGHT,Area Op5 (Frontal Operculum) right,right,Area Op5 (Frontal Operculum),Area Op5 (Frontal Operculum) right,右侧Op5区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP5_FRONTAL_OPERCULUM_LEFT,Area Op5 (Frontal Operculum) left,left,Area Op5 (Frontal Operculum),Area Op5 (Frontal Operculum) left,左侧Op5区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_RIGHT,Area Op7 (Frontal Operculum) right,right,Area Op7 (Frontal Operculum),Area Op7 (Frontal Operculum) right,右侧Op7区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP7_FRONTAL_OPERCULUM_LEFT,Area Op7 (Frontal Operculum) left,left,Area Op7 (Frontal Operculum),Area Op7 (Frontal Operculum) left,左侧Op7区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_RIGHT,Area Op9 (Frontal Operculum) right,right,Area Op9 (Frontal Operculum),Area Op9 (Frontal Operculum) right,右侧Op9区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP9_FRONTAL_OPERCULUM_LEFT,Area Op9 (Frontal Operculum) left,left,Area Op9 (Frontal Operculum),Area Op9 (Frontal Operculum) left,左侧Op9区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_RIGHT,Area Op8 (Frontal Operculum) right,right,Area Op8 (Frontal Operculum),Area Op8 (Frontal Operculum) right,右侧Op8区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_OP8_FRONTAL_OPERCULUM_LEFT,Area Op8 (Frontal Operculum) left,left,Area Op8 (Frontal Operculum),Area Op8 (Frontal Operculum) left,左侧Op8区（额叶岛盖）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_RIGHT,Area IFS4 (IFS) right,right,Area IFS4 (IFS),Area IFS4 (IFS) right,右侧IFS4区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS4_IFS_LEFT,Area IFS4 (IFS) left,left,Area IFS4 (IFS),Area IFS4 (IFS) left,左侧IFS4区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_RIGHT,Area IFS2 (IFS) right,right,Area IFS2 (IFS),Area IFS2 (IFS) right,右侧IFS2区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS2_IFS_LEFT,Area IFS2 (IFS) left,left,Area IFS2 (IFS),Area IFS2 (IFS) left,左侧IFS2区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_RIGHT,Area IFS1 (IFS) right,right,Area IFS1 (IFS),Area IFS1 (IFS) right,右侧IFS1区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS1_IFS_LEFT,Area IFS1 (IFS) left,left,Area IFS1 (IFS),Area IFS1 (IFS) left,左侧IFS1区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_RIGHT,"Area IFJ2 (IFS, PreCS) right",right,"Area IFJ2 (IFS, PreCS)","Area IFJ2 (IFS, PreCS) right",右侧IFJ2区（额下沟，中央前沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ2_IFS_PRECS_LEFT,"Area IFJ2 (IFS, PreCS) left",left,"Area IFJ2 (IFS, PreCS)","Area IFJ2 (IFS, PreCS) left",左侧IFJ2区（额下沟，中央前沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_RIGHT,Area IFS3 (IFS) right,right,Area IFS3 (IFS),Area IFS3 (IFS) right,右侧IFS3区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFS3_IFS_LEFT,Area IFS3 (IFS) left,left,Area IFS3 (IFS),Area IFS3 (IFS) left,左侧IFS3区（额下沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_RIGHT,"Area IFJ1 (IFS, PreCS) right",right,"Area IFJ1 (IFS, PreCS)","Area IFJ1 (IFS, PreCS) right",右侧IFJ1区（额下沟，中央前沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IFJ1_IFS_PRECS_LEFT,"Area IFJ1 (IFS, PreCS) left",left,"Area IFJ1 (IFS, PreCS)","Area IFJ1 (IFS, PreCS) left",左侧IFJ1区（额下沟，中央前沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_RIGHT,Area MFG2 (MFG) right,right,Area MFG2 (MFG),Area MFG2 (MFG) right,右侧MFG2区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG2_MFG_LEFT,Area MFG2 (MFG) left,left,Area MFG2 (MFG),Area MFG2 (MFG) left,左侧MFG2区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG_RIGHT,Area 44 (IFG) right,right,Area 44 (IFG),Area 44 (IFG) right,右侧44区（额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_44_IFG_LEFT,Area 44 (IFG) left,left,Area 44 (IFG),Area 44 (IFG) left,左侧44区（额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG_RIGHT,Area 45 (IFG) right,right,Area 45 (IFG),Area 45 (IFG) right,右侧45区（额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_45_IFG_LEFT,Area 45 (IFG) left,left,Area 45 (IFG),Area 45 (IFG) left,左侧45区（额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG_RIGHT,Area 8v2 (MFG) right,right,Area 8v2 (MFG),Area 8v2 (MFG) right,右侧8v2区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V2_MFG_LEFT,Area 8v2 (MFG) left,left,Area 8v2 (MFG),Area 8v2 (MFG) left,左侧8v2区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG_RIGHT,Area 8v1 (MFG) right,right,Area 8v1 (MFG),Area 8v1 (MFG) right,右侧8v1区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8V1_MFG_LEFT,Area 8v1 (MFG) left,left,Area 8v1 (MFG),Area 8v1 (MFG) left,左侧8v1区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_RIGHT,Area MFG4 (MFG) right,right,Area MFG4 (MFG),Area MFG4 (MFG) right,右侧MFG4区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG4_MFG_LEFT,Area MFG4 (MFG) left,left,Area MFG4 (MFG),Area MFG4 (MFG) left,左侧MFG4区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_RIGHT,Area MFG1 (MFG) right,right,Area MFG1 (MFG),Area MFG1 (MFG) right,右侧MFG1区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG1_MFG_LEFT,Area MFG1 (MFG) left,left,Area MFG1 (MFG),Area MFG1 (MFG) left,左侧MFG1区（额中回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_RIGHT,Area SFS2 (SFS) right,right,Area SFS2 (SFS),Area SFS2 (SFS) right,右侧SFS2区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS2_SFS_LEFT,Area SFS2 (SFS) left,left,Area SFS2 (SFS),Area SFS2 (SFS) left,左侧SFS2区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS_RIGHT,Area 6d3 (SFS) right,right,Area 6d3 (SFS),Area 6d3 (SFS) right,右侧6d3区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_6D3_SFS_LEFT,Area 6d3 (SFS) left,left,Area 6d3 (SFS),Area 6d3 (SFS) left,左侧6d3区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_RIGHT,Area SFS1 (SFS) right,right,Area SFS1 (SFS),Area SFS1 (SFS) right,右侧SFS1区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFS1_SFS_LEFT,Area SFS1 (SFS) left,left,Area SFS1 (SFS),Area SFS1 (SFS) left,左侧SFS1区（额上沟）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_RIGHT,Area SFG3 (SFG) right,right,Area SFG3 (SFG),Area SFG3 (SFG) right,右侧SFG3区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG3_SFG_LEFT,Area SFG3 (SFG) left,left,Area SFG3 (SFG),Area SFG3 (SFG) left,左侧SFG3区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_RIGHT,"Area MFG5 (MFG, IFG) right",right,"Area MFG5 (MFG, IFG)","Area MFG5 (MFG, IFG) right",右侧MFG5区（额中回，额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_MFG5_MFG_IFG_LEFT,"Area MFG5 (MFG, IFG) left",left,"Area MFG5 (MFG, IFG)","Area MFG5 (MFG, IFG) left",左侧MFG5区（额中回，额下回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_RIGHT,Area SFG2 (SFG) right,right,Area SFG2 (SFG),Area SFG2 (SFG) right,右侧SFG2区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG2_SFG_LEFT,Area SFG2 (SFG) left,left,Area SFG2 (SFG),Area SFG2 (SFG) left,左侧SFG2区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG_RIGHT,Area 8d2 (SFG) right,right,Area 8d2 (SFG),Area 8d2 (SFG) right,右侧8d2区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D2_SFG_LEFT,Area 8d2 (SFG) left,left,Area 8d2 (SFG),Area 8d2 (SFG) left,左侧8d2区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG_RIGHT,Area 8d1 (SFG) right,right,Area 8d1 (SFG),Area 8d1 (SFG) right,右侧8d1区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_8D1_SFG_LEFT,Area 8d1 (SFG) left,left,Area 8d1 (SFG),Area 8d1 (SFG) left,左侧8d1区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_RIGHT,Area SFG4 (SFG) right,right,Area SFG4 (SFG),Area SFG4 (SFG) right,右侧SFG4区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_SFG4_SFG_LEFT,Area SFG4 (SFG) left,left,Area SFG4 (SFG),Area SFG4 (SFG) left,左侧SFG4区（额上回）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC_RIGHT,Area Fo6 (OFC) right,right,Area Fo6 (OFC),Area Fo6 (OFC) right,右侧Fo6区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO6_OFC_LEFT,Area Fo6 (OFC) left,left,Area Fo6 (OFC),Area Fo6 (OFC) left,左侧Fo6区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC_RIGHT,Area Fo5 (OFC) right,right,Area Fo5 (OFC),Area Fo5 (OFC) right,右侧Fo5区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO5_OFC_LEFT,Area Fo5 (OFC) left,left,Area Fo5 (OFC),Area Fo5 (OFC) left,左侧Fo5区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_RIGHT,Area Fo7 (OFC) right,right,Area Fo7 (OFC),Area Fo7 (OFC) right,右侧Fo7区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO7_OFC_LEFT,Area Fo7 (OFC) left,left,Area Fo7 (OFC),Area Fo7 (OFC) left,左侧Fo7区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_RIGHT,Area Fo4 (OFC) right,right,Area Fo4 (OFC),Area Fo4 (OFC) right,右侧Fo4区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_FO4_OFC_LEFT,Area Fo4 (OFC) left,left,Area Fo4 (OFC),Area Fo4 (OFC) left,左侧Fo4区（眶额皮质）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_RIGHT,Area Ig3 (Insula) right,right,Area Ig3 (Insula),Area Ig3 (Insula) right,右侧Ig3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG3_INSULA_LEFT,Area Ig3 (Insula) left,left,Area Ig3 (Insula),Area Ig3 (Insula) left,左侧Ig3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_RIGHT,Area Ig1 (Insula) right,right,Area Ig1 (Insula),Area Ig1 (Insula) right,右侧Ig1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG1_INSULA_LEFT,Area Ig1 (Insula) left,left,Area Ig1 (Insula),Area Ig1 (Insula) left,左侧Ig1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_RIGHT,Area Ig2 (Insula) right,right,Area Ig2 (Insula),Area Ig2 (Insula) right,右侧Ig2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IG2_INSULA_LEFT,Area Ig2 (Insula) left,left,Area Ig2 (Insula),Area Ig2 (Insula) left,左侧Ig2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_RIGHT,Area Ia2 (Insula) right,right,Area Ia2 (Insula),Area Ia2 (Insula) right,右侧Ia2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA2_INSULA_LEFT,Area Ia2 (Insula) left,left,Area Ia2 (Insula),Area Ia2 (Insula) left,左侧Ia2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_RIGHT,Area Ia1 (Insula) right,right,Area Ia1 (Insula),Area Ia1 (Insula) right,右侧Ia1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA1_INSULA_LEFT,Area Ia1 (Insula) left,left,Area Ia1 (Insula),Area Ia1 (Insula) left,左侧Ia1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_RIGHT,Area Ia3 (Insula) right,right,Area Ia3 (Insula),Area Ia3 (Insula) right,右侧Ia3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_IA3_INSULA_LEFT,Area Ia3 (Insula) left,left,Area Ia3 (Insula),Area Ia3 (Insula) left,左侧Ia3区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_RIGHT,Area Id2 (Insula) right,right,Area Id2 (Insula),Area Id2 (Insula) right,右侧Id2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID2_INSULA_LEFT,Area Id2 (Insula) left,left,Area Id2 (Insula),Area Id2 (Insula) left,左侧Id2区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_RIGHT,Area Id8 (Insula) right,right,Area Id8 (Insula),Area Id8 (Insula) right,右侧Id8区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID8_INSULA_LEFT,Area Id8 (Insula) left,left,Area Id8 (Insula),Area Id8 (Insula) left,左侧Id8区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_RIGHT,Area Id1 (Insula) right,right,Area Id1 (Insula),Area Id1 (Insula) right,右侧Id1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID1_INSULA_LEFT,Area Id1 (Insula) left,left,Area Id1 (Insula),Area Id1 (Insula) left,左侧Id1区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_RIGHT,Area Id9 (Insula) right,right,Area Id9 (Insula),Area Id9 (Insula) right,右侧Id9区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID9_INSULA_LEFT,Area Id9 (Insula) left,left,Area Id9 (Insula),Area Id9 (Insula) left,左侧Id9区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_RIGHT,Area Id7 (Insula) right,right,Area Id7 (Insula),Area Id7 (Insula) right,右侧Id7区（岛叶）,resolved,
JULICH_BRAIN_CYTOARCHITECTONIC_ATLAS_V3_1_AREA_ID7_INSULA_LEFT,Area Id7 (Insula) left,left,Area Id7 (Insula),Area Id7 (Insula) left,左侧Id7区（岛叶）,resolved,
