source_id,source_name,source_granularity,current_g1_target_id,current_g1_target_name,current_relation,current_classification,historical_status,historical_conflict_exists,historical_conflict_source_id,historical_conflict_source_name,historical_conflict_target_id,historical_conflict_target_name,historical_conflict_target_granularity,historical_conflict_relation_type,historical_conflict_decision,historical_conflict_source_file,conflict_level,same_source,same_target,same_relation_pair,conflict_affects_current_g1_relation,resolution,resolution_reason,family
NGIQ-BR-00000719,"Pv (Thalamus, paraventricular Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000719,"Pv (Thalamus, paraventricular Nucleus) right",NGIQ-BR-00000238,"Right Thalamus, Brainnetome 8_4",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000720,"Pv (Thalamus, paraventricular Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000720,"Pv (Thalamus, paraventricular Nucleus) left",NGIQ-BR-00000237,"Left Thalamus, Brainnetome 8_4",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000721,"Po (Thalamus, posterior Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000721,"Po (Thalamus, posterior Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000722,"Po (Thalamus, posterior Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000722,"Po (Thalamus, posterior Nucleus) left",NGIQ-BR-00000239,"Left Thalamus, Brainnetome 8_5",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_5），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000723,"PUm (Thalamus, medial pulvinar) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000723,"PUm (Thalamus, medial pulvinar) right",NGIQ-BR-00000242,"Right Thalamus, Brainnetome 8_6",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_6），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000724,"PUm (Thalamus, medial pulvinar) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000724,"PUm (Thalamus, medial pulvinar) left",NGIQ-BR-00000241,"Left Thalamus, Brainnetome 8_6",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_6），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000725,"PUl (Thalamus, lateral pulvinar) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000725,"PUl (Thalamus, lateral pulvinar) right",NGIQ-BR-00000240,"Right Thalamus, Brainnetome 8_5",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_5），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000726,"PUl (Thalamus, lateral pulvinar) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000726,"PUl (Thalamus, lateral pulvinar) left",NGIQ-BR-00000241,"Left Thalamus, Brainnetome 8_6",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_6），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000727,"Li (Thalamus, limitans Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000727,"Li (Thalamus, limitans Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000728,"Li (Thalamus, limitans Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000728,"Li (Thalamus, limitans Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000729,"Sg (Thalamus, suprageniculate Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000729,"Sg (Thalamus, suprageniculate Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000730,"Sg (Thalamus, suprageniculate Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000730,"Sg (Thalamus, suprageniculate Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000731,"LP (Thalamus, lateral posterior Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000731,"LP (Thalamus, lateral posterior Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000732,"LP (Thalamus, lateral posterior Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000732,"LP (Thalamus, lateral posterior Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000733,"PUi (Thalamus, inferior pulvinar) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000733,"PUi (Thalamus, inferior pulvinar) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000734,"PUi (Thalamus, inferior pulvinar) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000734,"PUi (Thalamus, inferior pulvinar) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000735,"PUa (Thalamus, anterior pulvinar) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000735,"PUa (Thalamus, anterior pulvinar) right",NGIQ-BR-00000240,"Right Thalamus, Brainnetome 8_5",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_5），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000737,"LD (Thalamus, lateral dorsal Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000737,"LD (Thalamus, lateral dorsal Nucleus) right",NGIQ-BR-00000244,"Right Thalamus, Brainnetome 8_7",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_7），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000738,"LD (Thalamus, lateral dorsal Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000738,"LD (Thalamus, lateral dorsal Nucleus) left",NGIQ-BR-00000243,"Left Thalamus, Brainnetome 8_7",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_7），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000739,"AV (Thalamus, anteroventral Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000739,"AV (Thalamus, anteroventral Nucleus) right",NGIQ-BR-00000244,"Right Thalamus, Brainnetome 8_7",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_7），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000740,"AV (Thalamus, anteroventral Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000740,"AV (Thalamus, anteroventral Nucleus) left",NGIQ-BR-00000237,"Left Thalamus, Brainnetome 8_4",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000741,"AM (Thalamus, anteromedial Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000741,"AM (Thalamus, anteromedial Nucleus) right",NGIQ-BR-00000238,"Right Thalamus, Brainnetome 8_4",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000742,"AM (Thalamus, anteromedial Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000742,"AM (Thalamus, anteromedial Nucleus) left",NGIQ-BR-00000237,"Left Thalamus, Brainnetome 8_4",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_4），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000743,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000743,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000744,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000744,"VPMpc (Thalamus, ventral posterior medial Nucleus, parvocellular part) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000745,"VPi (Thalamus, ventroposterior inferior Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000745,"VPi (Thalamus, ventroposterior inferior Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000746,"VPi (Thalamus, ventroposterior inferior Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000746,"VPi (Thalamus, ventroposterior inferior Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000747,"VPL (Thalamus, ventral posterior lateral Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000747,"VPL (Thalamus, ventral posterior lateral Nucleus) right",NGIQ-BR-00000236,"Right Thalamus, Brainnetome 8_3",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_3），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000748,"VPL (Thalamus, ventral posterior lateral Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000748,"VPL (Thalamus, ventral posterior lateral Nucleus) left",NGIQ-BR-00000239,"Left Thalamus, Brainnetome 8_5",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_5），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000749,"VLP (Thalamus, ventral lateral posterior Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000749,"VLP (Thalamus, ventral lateral posterior Nucleus) right",NGIQ-BR-00000246,"Right Thalamus, Brainnetome 8_8",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000750,"VLP (Thalamus, ventral lateral posterior Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000750,"VLP (Thalamus, ventral lateral posterior Nucleus) left",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
NGIQ-BR-00000751,"VIM (Thalamus, ventral intermediate Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000751,"VIM (Thalamus, ventral intermediate Nucleus) right",NGIQ-BR-00000234,"Right Thalamus, Brainnetome 8_2",G3_MESO_FINE,PARTIAL_OVERLAP,PARTIAL_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Right Thalamus, Brainnetome 8_2），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000752,"VIM (Thalamus, ventral intermediate Nucleus) left",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000247,Left Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,SPATIAL_COMPATIBLE,True,NGIQ-BR-00000752,"VIM (Thalamus, ventral intermediate Nucleus) left",NGIQ-BR-00000245,"Left Thalamus, Brainnetome 8_8",G3_MESO_FINE,APPROVE_DOMINANT_OVERLAP,APPROVE_DOMINANT_OVERLAP,g4_g3_final_relation_decisions.csv,G4_TO_G3,True,False,False,False,NOT_AFFECTING_LOWER_GRANULARITY_ONLY,"历史冲突/空间结论作用于该 source→G3 parcel（Left Thalamus, Brainnetome 8_8），属更低粒度层；不否定该 source 含于 G1 宏结构。G1 宏结构由权威解剖（Julich/FS）定义，跨 atlas 与 BN parcel 的 mismatch 不构成对该 G1 relation 的否定。",thalamic
NGIQ-BR-00000753,"VM (Thalamus, ventral medial Nucleus) right",G4_MICROSTRUCTURAL_FINE,NGIQ-BR-00000256,Right Thalamus,contained_in_candidate,VERIFIED_DIRECT_CONTAINED,HISTORICAL_CONFLICT,True,NGIQ-BR-00000753,"VM (Thalamus, ventral medial Nucleus) right",,,NONE,CONFLICT_REVIEW,CONFLICT_REVIEW,g4_g3_final_scientific_decisions.csv,SOURCE_LEVEL_SPATIAL,True,False,False,False,NOT_AFFECTING_SOURCE_LEVEL_ONLY,历史 decision=CONFLICT_REVIEW，target=NONE，为 source-level spatial/冲突结论，未针对任何 G1 relation；不自动否定本 G4→G1 contained（仍需权威解剖支持）。,thalamic
