candidate_id,source_region_pk,source_entity_id,source_name,source_granularity_level,target_region_pk,target_entity_id,target_name,target_granularity_level,mapping_relation,mapping_method,source_coverage_ratio,target_coverage_ratio,spatial_overlap_ratio,mapping_confidence,scientific_rollup_eligible,proposed_record_status,proposed_review_status,proposed_rollup_eligible,proposed_is_primary_rollup,scientific_source_pk,provenance_json
G3G1-STAGE-455D015E32862A43A1D4,216,NGIQ-BR-00000072,"Right Precentral gyrus, Brainnetome 6_2",G3_MESO_FINE,814,NGIQ-BR-00000321,Right Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.844646,0.209248,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 56, ""official_code"": ""PrG_R_6_2"", ""modified_name"": ""caudal dorsolateral area 6""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.844646, ""target_coverage_ratio"": 0.209248}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-9071B7CE05570259F292,219,NGIQ-BR-00000073,"Left Precentral gyrus, Brainnetome 6_3",G3_MESO_FINE,783,NGIQ-BR-00000290,Left Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.906458,0.177747,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 57, ""official_code"": ""PrG_L_6_3"", ""modified_name"": ""area 4(upper limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.906458, ""target_coverage_ratio"": 0.177747}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-E34CABE5C2B264BDDAFA,222,NGIQ-BR-00000074,"Right Precentral gyrus, Brainnetome 6_3",G3_MESO_FINE,814,NGIQ-BR-00000321,Right Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.964951,0.203176,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 58, ""official_code"": ""PrG_R_6_3"", ""modified_name"": ""area 4(upper limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.964951, ""target_coverage_ratio"": 0.203176}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-9246D29F7481C78D86AB,225,NGIQ-BR-00000075,"Left Precentral gyrus, Brainnetome 6_4",G3_MESO_FINE,783,NGIQ-BR-00000290,Left Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.850059,0.067039,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 59, ""official_code"": ""PrG_L_6_4"", ""modified_name"": ""area 4(trunk region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.850059, ""target_coverage_ratio"": 0.067039}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-53CDDDA5CE4C4A318127,228,NGIQ-BR-00000076,"Right Precentral gyrus, Brainnetome 6_4",G3_MESO_FINE,814,NGIQ-BR-00000321,Right Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.899503,0.152172,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 60, ""official_code"": ""PrG_R_6_4"", ""modified_name"": ""area 4(trunk region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.899503, ""target_coverage_ratio"": 0.152172}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-9FF9206708445D2825BF,231,NGIQ-BR-00000077,"Left Precentral gyrus, Brainnetome 6_5",G3_MESO_FINE,783,NGIQ-BR-00000290,Left Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.912011,0.121601,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 61, ""official_code"": ""PrG_L_6_5"", ""modified_name"": ""area 4(tongue and larynx region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.912011, ""target_coverage_ratio"": 0.121601}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-97A6B2F22A1D7707D144,234,NGIQ-BR-00000078,"Right Precentral gyrus, Brainnetome 6_5",G3_MESO_FINE,814,NGIQ-BR-00000321,Right Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.954662,0.10425,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 62, ""official_code"": ""PrG_R_6_5"", ""modified_name"": ""area 4(tongue and larynx region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.954662, ""target_coverage_ratio"": 0.10425}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-E40B82DC654F21EDFD65,237,NGIQ-BR-00000079,"Left Precentral gyrus, Brainnetome 6_6",G3_MESO_FINE,783,NGIQ-BR-00000290,Left Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.925864,0.154655,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 63, ""official_code"": ""PrG_L_6_6"", ""modified_name"": ""caudal ventrolateral area 6""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.925864, ""target_coverage_ratio"": 0.154655}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-05C34DECFD1153A1B344,240,NGIQ-BR-00000080,"Right Precentral gyrus, Brainnetome 6_6",G3_MESO_FINE,814,NGIQ-BR-00000321,Right Precentral Gyrus,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.965254,0.129752,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 64, ""official_code"": ""PrG_R_6_6"", ""modified_name"": ""caudal ventrolateral area 6""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.965254, ""target_coverage_ratio"": 0.129752}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-00EA300231D6DE9ED40A,243,NGIQ-BR-00000081,"Left Paracentral lobule, Brainnetome 2_1",G3_MESO_FINE,776,NGIQ-BR-00000283,Left Paracentral Lobule,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.924893,0.392532,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 65, ""official_code"": ""PCL_L_2_1"", ""modified_name"": ""area 1/2/3 (lower limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.924893, ""target_coverage_ratio"": 0.392532}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-D70C44B8358AE3ADB36C,246,NGIQ-BR-00000082,"Right Paracentral lobule, Brainnetome 2_1",G3_MESO_FINE,807,NGIQ-BR-00000314,Right Paracentral Lobule,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.928874,0.514748,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 66, ""official_code"": ""PCL_R_2_1"", ""modified_name"": ""area 1/2/3 (lower limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.928874, ""target_coverage_ratio"": 0.514748}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-4992C33A802F384C03CB,249,NGIQ-BR-00000083,"Left Paracentral lobule, Brainnetome 2_2",G3_MESO_FINE,776,NGIQ-BR-00000283,Left Paracentral Lobule,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.972814,0.401943,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 67, ""official_code"": ""PCL_L_2_2"", ""modified_name"": ""area 4, (lower limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.972814, ""target_coverage_ratio"": 0.401943}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-4E42B95FC6824B42713B,252,NGIQ-BR-00000084,"Right Paracentral lobule, Brainnetome 2_2",G3_MESO_FINE,807,NGIQ-BR-00000314,Right Paracentral Lobule,G1_MACRO,contained_in,authoritative_anatomical_mapping,0.93906,0.422344,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""SEED_CONTAINMENT_FROZEN"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""SEED_CONTAINMENT_CONFIRMED"", ""brainnetome_parcel_identity"": {""parcel_id"": 68, ""official_code"": ""PCL_R_2_2"", ""modified_name"": ""area 4, (lower limb region)""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 (initial DK seed masks)"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.93906, ""target_coverage_ratio"": 0.422344}, ""bilateral_evidence"": ""n/a"", ""source_frozen_artifact"": ""single_seed_surface_overlap_validation.csv"", ""decision_source_raw"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""decision_source_normalized"": ""Human Brainnetome Atlas seed containment (Fan et al. 2016 Table S1)"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-67B770FBF1060C102470,255,NGIQ-BR-00000085,"Left Superior temporal gyrus, Brainnetome 6_2",G3_MESO_FINE,789,NGIQ-BR-00000296,Left Superior Temporal Gyrus,G1_MACRO,dominant_overlap,hybrid,0.961657,0.213863,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 71, ""official_code"": ""STG_L_6_2"", ""modified_name"": ""area 41/42""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.961657, ""target_coverage_ratio"": 0.213863}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-5566D249FF84B7436EA3,258,NGIQ-BR-00000086,"Right Superior temporal gyrus, Brainnetome 6_2",G3_MESO_FINE,820,NGIQ-BR-00000327,Right Superior Temporal Gyrus,G1_MACRO,dominant_overlap,hybrid,0.865783,0.152155,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_DOMINANT_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 72, ""official_code"": ""STG_R_6_2"", ""modified_name"": ""area 41/42""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.865783, ""target_coverage_ratio"": 0.152155}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-26CC04C82E1E66F7FA90,261,NGIQ-BR-00000087,"Left Superior temporal gyrus, Brainnetome 6_3",G3_MESO_FINE,789,NGIQ-BR-00000296,Left Superior Temporal Gyrus,G1_MACRO,partial_overlap,hybrid,0.570241,0.179205,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""PARTIAL_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 73, ""official_code"": ""STG_L_6_3"", ""modified_name"": ""TE1.0 and TE1.2""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.570241, ""target_coverage_ratio"": 0.179205}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-B7BC778E1D469470A685,261,NGIQ-BR-00000087,"Left Superior temporal gyrus, Brainnetome 6_3",G3_MESO_FINE,791,NGIQ-BR-00000298,Left Transverse Temporal Gyrus,G1_MACRO,partial_overlap,hybrid,0.429322,0.921992,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""PARTIAL_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 73, ""official_code"": ""STG_L_6_3"", ""modified_name"": ""TE1.0 and TE1.2""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.429322, ""target_coverage_ratio"": 0.921992}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-843B235A3B396E44FBEA,264,NGIQ-BR-00000088,"Right Superior temporal gyrus, Brainnetome 6_3",G3_MESO_FINE,820,NGIQ-BR-00000327,Right Superior Temporal Gyrus,G1_MACRO,partial_overlap,hybrid,0.675108,0.18244,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""PARTIAL_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 74, ""official_code"": ""STG_R_6_3"", ""modified_name"": ""TE1.0 and TE1.2""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.675108, ""target_coverage_ratio"": 0.18244}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-0D1C1DDAA359C3FFED8A,264,NGIQ-BR-00000088,"Right Superior temporal gyrus, Brainnetome 6_3",G3_MESO_FINE,822,NGIQ-BR-00000329,Right Transverse Temporal Gyrus,G1_MACRO,partial_overlap,hybrid,0.304957,0.724712,,,FALSE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""PARTIAL_OVERLAP"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 74, ""official_code"": ""STG_R_6_3"", ""modified_name"": ""TE1.0 and TE1.2""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.304957, ""target_coverage_ratio"": 0.724712}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-2746049D8B8F0EB06F36,267,NGIQ-BR-00000089,"Left Superior temporal gyrus, Brainnetome 6_4",G3_MESO_FINE,789,NGIQ-BR-00000296,Left Superior Temporal Gyrus,G1_MACRO,contained_in,hybrid,0.954993,0.186769,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 75, ""official_code"": ""STG_L_6_4"", ""modified_name"": ""caudal area 22""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.954993, ""target_coverage_ratio"": 0.186769}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-5C2F8B88CE918EC06285,270,NGIQ-BR-00000090,"Right Superior temporal gyrus, Brainnetome 6_4",G3_MESO_FINE,820,NGIQ-BR-00000327,Right Superior Temporal Gyrus,G1_MACRO,contained_in,hybrid,0.958685,0.16555,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 76, ""official_code"": ""STG_R_6_4"", ""modified_name"": ""caudal area 22""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.958685, ""target_coverage_ratio"": 0.16555}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-51BE792FE30476D30EBE,273,NGIQ-BR-00000091,"Left Superior temporal gyrus, Brainnetome 6_5",G3_MESO_FINE,789,NGIQ-BR-00000296,Left Superior Temporal Gyrus,G1_MACRO,contained_in,hybrid,0.957774,0.137258,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 77, ""official_code"": ""STG_L_6_5"", ""modified_name"": ""lateral area 38""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.957774, ""target_coverage_ratio"": 0.137258}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
G3G1-STAGE-EFB72652CF88A660C1A9,276,NGIQ-BR-00000092,"Right Superior temporal gyrus, Brainnetome 6_5",G3_MESO_FINE,820,NGIQ-BR-00000327,Right Superior Temporal Gyrus,G1_MACRO,contained_in,hybrid,0.965749,0.209377,,,TRUE,proposed,pending,FALSE,FALSE,1,"{""decision_phase"": ""G3_G1_SCIENTIFIC_FREEZE_V1"", ""effective_scientific_decision"": ""APPROVE_CONTAINED_IN"", ""decision_origin"": ""FREEZE"", ""brainnetome_parcel_identity"": {""parcel_id"": 78, ""official_code"": ""STG_R_6_5"", ""modified_name"": ""lateral area 38""}, ""seed_authority"": ""Fan et al. 2016 Supplementary Table 1 + surface overlap + bilateral evidence"", ""surface_overlap_evidence"": {""source_coverage_ratio"": 0.965749, ""target_coverage_ratio"": 0.209377}, ""bilateral_evidence"": ""per-pair scientific adjudication (ChatGPT-assisted) preserved"", ""source_frozen_artifact"": ""g3_to_g1_final_scientific_decisions.csv"", ""decision_source_raw"": ""ChatGPT human scientific review"", ""decision_source_normalized"": ""ChatGPT-assisted scientific review"", ""human_reviewed"": false, ""expert_approved"": false}"
